System data
cycle	24
thUnitNum	16
lineNum	39
busNum	31
demandNum	11

Net data

unit location
1	3	3	3	4	5	7	8	9	25	26	29	30	31	31	31	
demand location
10	11	18	19	20	25	26	27	28	30	31	
System Demand
3502.8	3417.4	3075.8	2905	3502.8	4785.2	6732.6	8202.6	9739.8	10766	11278.4	11620	11193	10081.4	9227.4	8715	9312.8	10936.8	11278.4	9910.6	7263.2	5639.2	4443.6	3929.8	
System Reserve
350.28	341.74	307.58	290.5	350.28	478.52	673.26	820.26	973.98	1076.6	1127.84	1162	1119.3	1008.14	922.74	871.5	931.28	1093.68	1127.84	991.06	726.32	563.92	444.36	392.98	
Proportion of Demand
0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	
0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	
0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	0.361	
0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	0.036	
0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.012	
0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	
0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	
0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	
0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	
0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	0.048	
0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	

Line Capacity
1000	1000	1000	2000	2000	1500	1500	1200	2400	1200	1200	1000	1000	1000	1000	2000	1000	1000	1780	1780	1200	800	1200	2500	500	200	1000	1000	1000	900	1250	1250	1000	500	1200	800	600	1000	700	
Thermal Unit data

thminPower
300	360	360	360	300	300	240	150	100	45	90	120	150	52	60	120	
thmaxPower
1300	1560	1560	1560	1800	1800	1040	650	600	195	390	720	900	227	260	720	
thminDown
6	6	6	6	6	6	6	4	4	1	1	4	4	1	1	4	
thminUp
5	5	5	5	5	5	5	3	3	1	1	3	3	1	1	3	
thcoldUpTime
9	9	9	9	9	9	9	8	8	3	3	6	6	3	3	4	
thfuelCostPieceNum
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	
thhotUpCost
825	650	950	960	900	750	950	550	550	30	12	625	550	30	12	440	
thcoldUpCost
2877	2110	3050	3160	3000	2850	3250	1920	1730	40	37	1805	2250	55	32	1640	
thdelta
500	600	600	600	700	700	400	200	200	50	100	250	350	125	90	150	
thfirstLast
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
thmaxR
500	600	600	600	750	750	400	250	250	70	150	300	350	90	100	250	
tha
0.0015	0.0016	0.0016	0.0016	0.0013	0.0013	0.0015	0.0015	0.0015	0.0019	0.0018	0.0017	0.0015	0.0019	0.0018	0.0017	
thb
8.752	7.654	7.654	7.654	6.052	6.052	9.072	8.752	8.752	12.54	11.62	9.543	8.352	13	14.62	9.543	
thc
1013.71	1216.45	1216.45	1216.45	1403.6	1403.6	810.967	731.25	467.865	608.225	304.112	561.438	701.798	708.036	810.967	561.438	
thminFuelCost
3774.31	4179.25	4179.25	4179.25	3336.2	3336.2	3074.65	2077.8	1358.07	1176.37	1364.49	1731.08	1988.35	1389.17	1694.65	1731.08	
thmaxFuelCost
14926.3	17050.4	17050.4	17050.4	16509.2	16509.2	11868.2	7053.8	6259.07	3125.77	5109.69	8313.68	9433.6	3756.94	4733.85	8313.68	
thinitState
1	1	1	1	1	1	1	3	3	1	1	4	4	1	1	4	
thinitPower
1200	1360	1360	1260	1500	1500	840	550	400	145	290	620	750	152	160	620	
Optimal piecewise linear approximation
thminFuelPieceCost
3774.31	5764.71	7875.11	10105.5	12455.9	
4179.25	6384.85	8774.77	11349	14107.6	
4179.25	6384.85	8774.77	11349	14107.6	
4179.25	6384.85	8774.77	11349	14107.6	
3336.2	5502.8	7903.4	10538	13406.6	
3336.2	5502.8	7903.4	10538	13406.6	
3074.65	4679.77	6361.69	8120.41	9955.93	
2077.8	3013	3978.2	4973.4	5998.6	
1358.07	2278.27	3228.47	4208.67	5218.87	
1176.37	1559.41	1945.87	2335.75	2729.05	
1364.49	2087.61	2823.69	3572.73	4334.73	
1731.08	2949.68	4217.24	5533.76	6899.24	
1988.35	3342.4	4763.95	6253	7809.55	
1389.17	1853.42	2322.32	2795.87	3274.08	
1694.65	2290.97	2893.05	3500.89	4114.49	
1731.08	2949.68	4217.24	5533.76	6899.24	

thmaxFuelPieceCost
5764.71	7875.11	10105.5	12455.9	14926.3	
6384.85	8774.77	11349	14107.6	17050.4	
6384.85	8774.77	11349	14107.6	17050.4	
6384.85	8774.77	11349	14107.6	17050.4	
5502.8	7903.4	10538	13406.6	16509.2	
5502.8	7903.4	10538	13406.6	16509.2	
4679.77	6361.69	8120.41	9955.93	11868.2	
3013	3978.2	4973.4	5998.6	7053.8	
2278.27	3228.47	4208.67	5218.87	6259.07	
1559.41	1945.87	2335.75	2729.05	3125.77	
2087.61	2823.69	3572.73	4334.73	5109.69	
2949.68	4217.24	5533.76	6899.24	8313.68	
3342.4	4763.95	6253	7809.55	9433.6	
1853.42	2322.32	2795.87	3274.08	3756.94	
2290.97	2893.05	3500.89	4114.49	4733.85	
2949.68	4217.24	5533.76	6899.24	8313.68	

thminPiecePower
300	500	700	900	1100	
360	600	840	1080	1320	
360	600	840	1080	1320	
360	600	840	1080	1320	
300	600	900	1200	1500	
300	600	900	1200	1500	
240	400	560	720	880	
150	250	350	450	550	
100	200	300	400	500	
45	75	105	135	165	
90	150	210	270	330	
120	240	360	480	600	
150	300	450	600	750	
52	87	122	157	192	
60	100	140	180	220	
120	240	360	480	600	

thmaxPiecePower
500	700	900	1100	1300	
600	840	1080	1320	1560	
600	840	1080	1320	1560	
600	840	1080	1320	1560	
600	900	1200	1500	1800	
600	900	1200	1500	1800	
400	560	720	880	1040	
250	350	450	550	650	
200	300	400	500	600	
75	105	135	165	195	
150	210	270	330	390	
240	360	480	600	720	
300	450	600	750	900	
87	122	157	192	227	
100	140	180	220	260	
240	360	480	600	720	

thfuelCostPieceSlope
9.952	10.552	11.152	11.752	12.352	
9.19	9.958	10.726	11.494	12.262	
9.19	9.958	10.726	11.494	12.262	
9.19	9.958	10.726	11.494	12.262	
7.222	8.002	8.782	9.562	10.342	
7.222	8.002	8.782	9.562	10.342	
10.032	10.512	10.992	11.472	11.952	
9.352	9.652	9.952	10.252	10.552	
9.202	9.502	9.802	10.102	10.402	
12.768	12.882	12.996	13.11	13.224	
12.052	12.268	12.484	12.7	12.916	
10.155	10.563	10.971	11.379	11.787	
9.027	9.477	9.927	10.377	10.827	
13.2641	13.3971	13.5301	13.6631	13.7961	
14.908	15.052	15.196	15.34	15.484	
10.155	10.563	10.971	11.379	11.787	

Forecasted wind generation 

 Maximum wind generation

Maximum output of system 
1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	
1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	
1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	
1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	
1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	

Minimum output of system 
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

Pipe 
2.27374e-013	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	
0	2.27374e-013	1154.55	127.84	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	
937.746	1200	454.802	0	369.694	1200	944.163	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1038.7	0	
